product_id,MAE,RMSE,R2
107722.0,1.4126588130664592,1.818099072996512,-0.2805428219003947
107724.0,9.885910914990298,13.4022103728732,-1.3461068964999883
107726.0,3.0829960275367143,3.8221454161313986,-0.2483565710271085
107728.0,1.8012294586934863,2.2452528132827783,-0.15626610834537513
107732.0,1.6932248033221844,2.0248396896743626,-0.5229987110623189
107738.0,0.24159677633719312,0.3545710571735641,-0.2111087798372231
107740.0,1.4659569173025682,1.7010297399582621,-0.12395447436598728
107742.0,7.4282890733262,9.74383512178728,-0.5871316122446941
107744.0,1.655009277853708,2.0148498789525173,-0.466537737540784
107746.0,1.5628066856521199,1.9043914843220593,-0.18834274544939955
107750.0,1.6083337300330656,1.9256744441993912,-0.4482110497261098
107756.0,0.09108318948510039,0.24778794266985144,-0.10901699061932124
107794.0,0.7065653653490623,1.0024375566188113,-0.48168686159106544
107796.0,3.38512897441983,4.492273896869514,-0.4631639881934555
107798.0,0.7325997202839942,0.9413985053966052,-0.09453333839015388
107800.0,0.9114266173096025,1.4041371848819357,-0.20718804367966182
107804.0,0.6964743396817332,0.9594756120138487,-0.19843021200118027
107806.0,0.0705870469797814,0.2451259787458308,-0.08531683980083304
107812.0,0.734046778858641,0.9447758029163791,-0.09305839337859068
107814.0,2.290697063174105,2.7544248597529353,-0.25291512743955313
107816.0,0.44412685921335654,0.5958006758527028,0.03218140844198758
107818.0,0.41575242196185264,0.4924911637948385,-0.1682706819037063
107822.0,0.5754719881963729,0.7820146498585747,-0.6673307333915195
107830.0,1.2202832076240628,1.5080211002481796,-0.4043224094260427
107832.0,3.761376277989023,5.101954743543185,-1.340589078186699
107834.0,2.099542893122777,2.6185612248120247,-0.49896624406787926
107836.0,1.0192928251070448,1.1865792735301275,-0.09973902058189532
107840.0,1.333569354423498,1.6203776078932473,-0.43713109495222047
107846.0,0.24746515469758587,0.3962683275601844,-0.0805062325357826
107938.0,0.30398597104928754,0.4495900656524269,-0.12338316618344569
107940.0,2.0382180232487648,2.6856900930014915,0.045541603176832424
107942.0,0.574719660753408,0.8214726582857632,-0.1338500458250096
107944.0,0.21805481852243813,0.5027753688953845,0.03875910943262861
107948.0,0.85073067743103,1.096782787693834,-0.4365598665175263
108118.0,10.812956111968724,15.449445769208408,-2.215854230880216
108120.0,71.52285810907594,120.92359340690125,-2.2499626721837203
108122.0,9.266535738437222,12.115134107779964,-1.5249048283275948
108124.0,11.827007390730273,13.449993035060347,0.01289992534784623
108128.0,52.96960127099831,68.24525764346711,-0.6800216059241748
108130.0,0.058823529411764705,0.24253562503633297,-0.0625
108134.0,2.341271530074482,2.9286323512599086,-0.7047596098463098
108136.0,2.7445078936296596,3.647066318556858,-0.3867300864120098
108138.0,17.40633749630724,24.861761709961325,-0.1948534430864992
108140.0,6.122066063443683,7.243069033931708,0.0006899439917731343
108142.0,4.037455675166331,4.526522208138479,-0.10309939529112833
108146.0,14.087463251828797,19.525568504987586,-0.9899693243934464
108152.0,1.389043221409374,1.7319873252947233,-0.015148064929360272
108154.0,1.9131250034642502,2.3857049060223043,-0.46601506479577526
108156.0,6.94453774383036,9.632362338124533,-0.6412115814379886
108158.0,2.83214925594122,3.0885653882940063,-0.15736324500204324
108160.0,1.1607865721224981,1.6422538346300937,-0.24113427225516615
108164.0,3.109989853975115,5.889171869180617,-7.3946380176484645
108170.0,1.1785721332502714,1.4704084211519113,0.1297393212766047
108172.0,1.2065632482378716,1.667736702491667,-0.15489785898580188
108174.0,4.7412975782265585,6.195506836930722,-0.665125207941397
108176.0,1.5077900570842875,1.9440552057377525,-0.2880098299696934
108178.0,0.9439772796482548,1.030707688528037,-0.2087462993155269
108182.0,2.9248982714765672,3.8959494074681764,-0.8231770141414889
108188.0,0.6257742380227739,0.7178789385148568,-0.4050584833487725
108190.0,0.877002424659477,1.1748192303813463,-0.18011202590927122
108192.0,3.927464657792566,5.135471602606962,-0.6141077551803782
108194.0,2.0759481455678,2.7909206875886157,-0.37597179962990346
108196.0,0.6382016533651477,1.0275502288689056,-0.20135191989459877
108200.0,1.9577261819337943,2.5144263537567384,-0.416400176563404
108206.0,0.919878563992005,1.1646769439535682,-0.1667277348558327
108232.0,8.04310075771973,10.692957219564462,-0.658672199314172
108234.0,9.924697342780306,13.535378065971907,-1.1756519873176074
108236.0,9.370010033550201,12.044017938494527,-1.2092046997103094
108242.0,25.306585070540496,38.13073958413889,-3.178026727682231
108246.0,1.9133270205666004,2.330832735126924,-0.3558495493188647
108262.0,5.60903385389856,6.538496507830324,-0.4580256870970971
108266.0,0.8949495772009224,1.0850067542062096,-0.33945771960048887
108282.0,2.665244786082288,3.953575168080389,-0.4020138610156059
108286.0,1.6521145964838748,2.10709989270548,-0.342178261313389
108338.0,2.193271315802962,2.5575647063328772,-0.6102118046218035
108340.0,6.410250718177826,8.296236071769302,-0.5034888151938064
108350.0,1.7648354677048412,2.2517910316332164,-0.8835381281382444
108352.0,4.730854669465319,5.938868370475833,-0.6982798273594246
108354.0,0.9376289458365735,1.167646990460951,-0.2161186847595593
108356.0,1.184345576332766,1.4663281733174232,-0.327744000275245
108368.0,2.296313995478084,2.802157156193377,-0.6909482014855912
